2019-8-29 23:40,3.178269,1.045918,0.3087,6.43862,5.67238,3.153553,1.070254,1.10097,5.64879,5.64879,2.933756,0.972914,1.07797,5.65639,5.65639,2.838044,0.819568,1.08618,4.89458,4.89458,2.433031,0.991046,0.3159,4.89348,4.89348,2.25856,0.786859,0.3124,4.1284,4.1284,24.04,15.05,359.99,21.07,14.97,13.85,6.39,15.31,20.71,851.571844,0.049873,851.438849,851.70484,16.415811,0.029667,16.360715,16.487859,335.45,30.76,0
2019-8-29 23:50,3.603532,0.677356,1.84118,4.90614,4.90614,3.695501,0.684447,1.85894,5.64879,5.39866,3.105447,0.72568,1.07797,4.89332,4.641507,2.661334,0.729689,0.3245,4.1329,4.1329,2.410143,0.789633,0.3159,4.89348,4.382317,2.319616,0.747936,0.3124,4.1284,3.876544,13.75,14.35,15.87,11.48,17.36,12.41,5.39,21.53,359.99,851.721465,0.033249,851.654967,851.837836,16.50905,0.055096,16.386144,16.602288,344.05,35.06,0
2019-8-30 00:00,4.298512,0.594602,2.60742,5.67238,5.67238,4.366305,0.61623,2.61691,6.40676,5.89892,3.949402,0.653951,2.60411,5.65639,5.65639,3.608864,0.773867,1.08618,5.65626,5.145934,3.438572,0.582116,1.84176,4.89348,4.89348,3.15303,0.576979,1.8388,4.1284,4.1284,11.97,11.36,352.45,10.34,10.7,359.99,359.65,10.2,348.81,851.55522,0.049873,851.472098,851.721465,16.500573,0.042381,16.411573,16.589574,327.38,29.12,0
2019-8-30 00:10,3.644143,1.130204,1.07494,5.67238,5.419521,3.731126,1.126343,1.10097,5.64879,5.64879,3.542686,1.233121,0.3149,5.65639,5.65639,3.232594,1.394636,0.3245,5.65626,5.404906,3.217323,1.168046,0.3159,5.65641,5.145247,2.982074,1.198987,0.3124,5.6548,5.143456,11.87,14.69,9.96,8.09,17.23,357.02,355.31,19.35,359.77,851.538596,0.033249,851.455473,851.638342,16.737908,0.055096,16.589574,16.882005,319.62,35.65,0
2019-8-30 00:20,2.869474,1.083463,1.07494,5.67238,5.419521,2.910244,1.085413,1.10097,5.64879,5.39866,2.610215,1.320874,0.3149,6.41946,5.908203,2.468629,1.313136,0.3245,5.65626,5.65626,2.337665,1.016986,0.3159,4.13055,4.13055,2.020442,0.690696,0.3124,4.1284,3.876544,11.6,19.98,14.65,8.61,21.23,35.73,354.81,22.01,5.06,851.920958,0.216118,851.538596,852.286696,17.195626,0.173763,16.882005,17.399057,308.65,38.21,0
2019-8-30 00:30,2.358392,1.14936,0.3087,6.43862,5.925239,2.380423,1.074801,0.343,6.40676,6.15663,2.079118,1.193441,0.3149,6.41946,5.908203,1.718374,0.948292,0.3245,4.89458,4.643226,1.563291,0.972736,0.3159,4.13055,4.13055,1.753322,0.972317,0.3124,4.8916,4.1284,10.51,31.31,28.04,9.47,33.09,28.7,346.16,25.07,346.39,852.536063,0.099747,852.253447,852.702307,17.521962,0.06781,17.403295,17.661821,286.16,30.88,0
2019-8-30 00:40,3.268685,0.971592,0.3087,5.67238,5.158999,3.368816,0.977023,0.343,5.64879,5.14095,3.120708,1.059904,0.3149,4.89332,4.89332,2.992665,1.163085,0.3245,5.65626,4.89458,2.964793,1.207718,0.3159,5.65641,5.65641,3.014128,1.260806,0.3124,5.6548,5.6548,4.53,19.65,15.14,1.78,18.85,350.76,346.95,17.68,332.42,852.619185,0.049873,852.519438,852.768805,17.441438,0.093239,17.30158,17.619439,298.65,26.79,0
2019-8-30 00:50,3.152983,1.032125,0.3087,5.67238,5.419521,3.234656,1.033871,0.343,5.64879,5.39866,2.903997,1.03396,0.3149,5.65639,5.404577,2.817479,1.016843,0.3245,5.65626,5.145934,2.894603,0.903309,0.3159,5.65641,5.404643,2.993522,0.851731,0.3124,5.6548,5.402944,3.34,23.5,10.33,358.38,24.13,9.37,341.1,21.09,329.34,852.718932,0.049873,852.585936,852.818678,17.606725,0.093239,17.394818,17.704202,287.23,21.1,0
2019-8-30 01:00,4.257135,1.027528,1.84118,7.20486,6.43862,4.320827,1.005068,1.85894,7.16473,6.65689,4.334753,1.122476,1.07797,6.41946,6.41946,4.30047,0.997039,1.08618,6.41794,6.166586,4.302209,0.834645,1.84176,6.41934,5.908177,4.103214,0.95171,1.0756,6.418,6.166144,346.03,10.43,347.04,345.62,12.11,349.56,335.27,12.53,347.7,852.60256,0.083122,852.386443,852.75218,17.534677,0.050858,17.403295,17.615201,295.64,16.62,0
2019-8-30 01:10,2.586732,0.891903,1.07494,5.67238,4.90614,2.662388,0.86257,1.10097,5.64879,5.14095,2.552984,0.695157,1.07797,4.89332,4.382063,2.767208,0.682465,1.08618,4.89458,4.643226,2.713789,0.737753,0.3159,4.89348,4.382317,2.41349,0.770069,0.3124,4.1284,4.1284,359.47,19,351.69,356.54,18.33,25.3,339.64,13.89,333.97,852.386443,0.066498,852.253447,852.635809,17.687249,0.279716,17.411771,18.424684,303.96,41.79,0
2019-8-30 01:20,4.371304,1.297244,0.3087,7.9711,7.457719,4.380706,1.324932,0.343,7.9227,7.67257,4.053943,1.257539,0.3149,7.18253,7.18253,3.698742,1.12424,0.3245,6.41794,5.907614,3.510288,1.375563,0.3159,7.9452,7.434037,3.050762,1.408104,0.3124,6.418,6.418,0.35,30.61,345.98,359.24,33.6,325.76,345.26,35.48,338.26,852.918425,0.132996,852.569312,853.151167,18.827306,0.122906,18.43316,19.005307,313.95,50.26,0
2019-8-30 01:30,4.59428,0.770837,1.84118,6.43862,6.43862,4.693748,0.76176,2.61691,7.16473,6.65689,4.613273,0.691341,2.60411,7.18253,6.41946,4.509932,0.751016,1.84786,6.41794,6.41794,4.386132,0.743857,2.60469,6.41934,6.167573,4.43368,0.749462,1.8388,6.418,6.166144,345.41,9.79,351.73,342.45,9.91,347.22,333.36,10.88,333.84,852.851927,0.166245,852.519438,853.167792,18.246682,0.220383,17.835584,18.662019,294.17,12.06,0
2019-8-30 01:40,4.057146,0.896501,1.07494,6.43862,5.925239,4.165443,0.881519,1.85894,6.40676,6.15663,3.996713,1.119424,0.3149,6.41946,6.41946,4.077297,1.03817,1.84786,7.9413,7.430974,4.223627,0.985706,1.84176,7.18227,6.671107,4.320726,1.075349,1.8388,7.1812,7.1812,330.62,14.39,324.2,327.95,15.05,315.1,316.37,16.34,300.36,852.619185,0.049873,852.486189,852.768805,18.356874,0.237335,17.861013,18.645066,280.13,11.5,0
2019-8-30 01:50,3.800456,1.432103,0.3087,7.9711,7.457719,3.938052,1.41513,0.343,7.9227,7.41486,3.922695,1.294167,1.07797,7.18253,6.930717,3.982087,1.350459,0.3245,7.9413,7.689946,3.998563,1.186356,0.3159,7.18227,7.18227,4.084898,1.148616,1.0756,7.9444,7.1812,324.16,23.89,292.74,320.01,18.34,328.94,305.33,17.28,313.97,852.768805,0.132996,852.569312,853.117918,18.793401,0.398384,18.293302,19.662217,275.93,16.12,0
2019-8-30 02:00,4.283953,1.032892,1.84118,7.20486,6.43862,4.356451,1.013406,1.85894,7.16473,6.40676,4.029525,1.211755,1.07797,7.18253,6.41946,3.921153,1.31466,0.3245,6.41794,6.41794,4.124447,1.249679,1.07883,7.18227,7.18227,4.28104,1.224173,1.8388,7.9444,7.692544,341.6,19.86,308.55,342.58,22.23,335.9,332.66,23.1,322.62,853.051421,0.049873,852.935049,853.184416,19.030736,0.258526,18.674733,19.653741,285.48,19.89,0
2019-8-30 02:10,4.264797,1.423674,1.84118,7.9711,7.718241,4.314763,1.429531,1.10097,7.9227,7.67257,3.813576,1.589475,0.3149,7.9456,7.18253,3.456528,1.753387,0.3245,7.17962,7.17962,3.43018,1.944709,0.3159,7.9452,7.9452,3.511734,1.768334,0.3124,8.7076,8.196256,332.48,32.37,20.1,334.8,32.17,359.99,330.51,37.9,359.99,853.068045,0.033249,852.935049,853.184416,19.056165,0.152573,18.848497,19.399453,288.81,38.8,0
2019-8-30 02:20,4.766684,1.157789,1.07494,8.73734,8.223959,4.843826,1.111942,2.61691,8.68067,8.17283,4.647611,1.110267,1.07797,7.9456,7.434343,4.647034,1.12881,1.08618,7.9413,7.430974,4.856859,0.916279,1.84176,7.18227,6.930503,4.896942,0.933394,1.8388,7.1812,6.929344,336.59,26.43,340.46,337.79,23.28,341.37,320.28,17.49,326.52,853.300787,0.066498,853.117918,853.467032,19.751218,0.20343,19.386739,20.013982,282.09,12.67,0
2019-8-30 02:30,5.557444,1.435934,1.84118,8.73734,8.223959,5.643484,1.42271,1.85894,9.43864,8.43054,5.65639,1.129344,2.60411,8.70867,8.456857,5.441466,1.281907,1.84786,8.70298,8.451626,5.316906,1.232895,2.60469,8.70813,8.456363,5.179326,1.250885,1.8388,8.7076,8.455744,334.33,19.79,348.75,333.59,18.9,18.65,320.58,20.09,321.42,853.217665,0.083122,852.918425,853.433783,19.522359,0.245811,19.060403,19.772409,279.44,13.46,0
2019-8-30 02:40,4.599644,1.082697,0.3087,6.43862,6.185761,4.697538,1.033871,0.343,6.40676,6.15663,4.765124,0.979782,0.3149,7.9456,7.434343,4.740721,0.84775,1.84786,7.17962,7.17962,4.593649,0.980365,1.07883,7.9452,7.18227,4.443602,1.04711,1.8388,8.7076,8.455744,333.2,19.68,16.4,334.86,19.05,341.61,325.45,19.99,317.39,852.868552,0.116371,852.585936,853.117918,19.094308,0.237335,18.700162,19.47574,289.3,19.19,0
2019-8-30 02:50,5.447872,1.258166,2.60742,8.73734,8.223959,5.527515,1.248377,2.61691,8.68067,8.17283,5.464096,1.074403,2.60411,7.9456,7.9456,5.296747,0.933058,2.60954,7.17962,7.17962,5.368785,1.145921,1.07883,8.70813,7.693433,5.364784,1.217304,2.602,9.4708,8.455744,326.62,15.49,323.21,327.86,14.74,334.87,316.03,14.59,320.38,852.619185,0.033249,852.336569,852.735556,19.217214,0.152573,18.962926,19.568978,280.57,18.25,0
2019-8-30 03:00,4.829516,1.237478,0.3087,7.9711,7.718241,4.940088,1.251408,1.85894,8.68067,8.17283,4.823118,1.328505,0.3149,9.47174,8.960483,4.898388,1.348174,1.84786,8.70298,8.192654,5.043777,1.434308,0.3159,8.70813,8.196967,5.172458,1.362312,1.0756,7.9444,7.692544,307.53,18.68,310.05,309.95,17.97,320.34,298.64,18.98,293.49,852.635809,0.033249,852.486189,852.75218,19.857171,0.20343,19.568978,20.238603,269.86,13.38,0
2019-8-30 03:10,5.670081,0.95167,3.37366,7.9711,7.718241,5.709428,0.91866,3.37488,8.68067,7.67257,5.605264,1.004963,2.60411,8.70867,8.197413,5.757563,0.97495,3.37122,7.9413,7.9413,5.734229,1.022326,3.36762,7.9452,7.9452,6.063112,1.208909,2.602,8.7076,8.7076,297.01,13.99,297.17,297.17,14.32,281.98,284.49,13.87,310.1,852.436316,0.116371,852.1537,852.75218,19.42912,0.131382,19.183309,19.67917,262.46,10.21,0
2019-8-30 03:20,5.691536,0.898033,3.37366,7.9711,7.9711,5.779919,0.895163,3.37488,8.68067,7.9227,5.673941,0.892792,3.36718,8.70867,8.456857,5.497831,0.955908,3.37122,7.9413,7.689946,5.612923,0.993335,3.36762,8.70813,7.9452,5.732646,0.968501,3.3652,9.4708,8.959456,315.88,14.58,300.3,314.31,14.66,320.83,302.19,13.41,287.43,851.987456,0.116371,851.771338,852.319945,19.276548,0.144096,19.047689,19.585931,271.95,9.59,0
2019-8-30 03:30,5.862408,1.492636,1.84118,9.50358,8.990199,5.970927,1.528068,1.85894,9.43864,9.18851,5.925754,1.44907,1.84104,9.47174,8.70867,6.039385,1.34208,2.60954,10.22634,9.46466,6.211823,1.435834,2.60469,10.23399,9.47106,6.381366,1.527926,2.602,10.9972,10.485856,319.26,16.18,290.64,317.74,15.66,301.5,303.3,12.8,280.07,851.970831,0.049873,851.804587,852.137076,19.446073,0.190716,19.094308,19.717313,272.16,6.61,0
2019-8-30 03:40,4.787373,0.941709,2.60742,7.20486,6.691479,4.860501,0.977781,1.85894,7.16473,6.9146,4.858982,0.951548,2.60411,7.18253,7.18253,5.078907,0.931535,2.60954,7.9413,7.430974,5.412272,0.926197,3.36762,7.9452,7.18227,5.231224,1.089086,2.602,7.9444,7.433056,305.58,16.3,318.06,305.25,16.4,320.61,294.66,16.03,307.18,852.103827,0.049873,851.920958,852.220198,19.704599,0.101715,19.513883,19.912267,269.67,12.78,0
2019-8-30 03:50,3.69165,1.091892,1.07494,6.43862,6.185761,3.786458,1.083897,1.10097,6.40676,6.15663,3.620519,1.249909,1.07797,6.41946,6.167647,3.792429,1.36036,1.08618,7.17962,6.928266,3.958891,1.470929,1.07883,7.18227,7.18227,4.162744,1.479845,1.0756,7.1812,6.929344,304.46,18.36,312.29,305.03,15.91,318.32,297,13.65,260.55,852.137076,0.033249,851.970831,852.236823,19.628312,0.173763,19.340119,19.886838,267.12,13.44,0
2019-8-30 04:00,3.829573,0.973125,1.84118,7.20486,6.952001,3.913039,0.977023,1.85894,7.16473,6.9146,3.873095,1.201835,1.07797,7.18253,6.671273,4.062064,1.322276,1.08618,7.17962,6.669294,4.412834,1.163468,1.84176,7.18227,7.18227,4.69851,1.140984,1.8388,7.9444,7.692544,305.89,16.25,312.33,306.61,17.78,317.45,296.59,18.59,327.6,852.053954,0.049873,851.904333,852.220198,19.929219,0.186478,19.674932,20.374223,270.53,10.2,0
2019-8-30 04:10,4.296979,1.452791,0.3087,7.9711,7.20486,4.38677,1.470462,0.343,7.9227,7.41486,4.267603,1.537586,0.3149,7.9456,7.9456,4.376638,1.425865,1.08618,7.9413,7.689946,4.349511,1.530438,0.3159,7.9452,7.434037,4.578688,1.485187,1.0756,7.9444,7.692544,305.4,22.46,342.23,307.21,21.76,323.29,296.38,20.78,298.33,852.020705,0.049873,851.837836,852.1537,20.20046,0.105953,20.005506,20.365747,267.91,15.72,0
2019-8-30 04:20,4.153692,0.897267,1.84118,7.20486,6.691479,4.153315,0.919418,1.10097,7.16473,6.65689,4.071494,1.027092,1.07797,7.9456,6.930717,4.009508,1.001609,1.84786,6.41794,6.41794,4.08096,1.412946,0.3159,7.18227,7.18227,4.153586,1.290571,0.3124,7.1812,6.929344,268.93,13.06,298.16,269.83,14.31,298.49,260.5,15.65,245.16,851.887709,0.049873,851.721465,852.037329,20.141126,0.245811,19.806314,20.560701,251.25,15.98,0
2019-8-30 04:30,3.306997,1.242075,0.3087,8.73734,8.223959,3.406715,1.20593,0.343,8.68067,7.9227,3.208461,1.181232,0.3149,7.18253,6.930717,3.148809,1.296379,0.3245,7.17962,6.669294,2.867901,1.557903,0.3159,7.9452,7.18227,2.988942,1.284466,0.3124,6.418,6.166144,292.56,29.7,333.05,289.59,28.71,289.31,279.36,29.26,305.68,852.020705,0.132996,851.771338,852.336569,20.861608,0.483147,20.208936,21.849092,264.58,22.25,0
2019-8-30 04:40,4.896179,1.117178,1.84118,8.73734,7.718241,4.996936,1.096783,1.85894,7.9227,7.67257,4.952076,1.212518,2.60411,9.47174,8.70867,4.893057,1.282669,1.08618,9.46466,8.954334,4.911027,1.123033,1.84176,7.9452,7.18227,4.899232,1.229515,1.8388,7.9444,7.692544,328.1,16.12,345.67,329.55,15.9,315.17,317.71,17.42,288.67,852.286696,0.116371,852.037329,852.536063,21.1498,0.775578,20.285222,22.205094,281.71,13.16,0
2019-8-30 04:50,4.329161,1.058944,1.07494,7.9711,7.457719,4.350387,1.096025,1.10097,7.9227,7.41486,4.323307,1.114082,1.84104,7.9456,6.930717,4.567058,1.054165,1.84786,7.17962,7.17962,4.842364,0.983417,1.84176,7.9452,7.434037,4.858782,1.044058,2.602,7.9444,7.692544,293.28,16.33,294.46,292.51,16.5,294.18,285.07,15.27,283.56,851.904333,0.066498,851.671591,852.103827,20.624272,0.144096,20.348794,20.827703,266.85,13.14,0
2019-8-30 05:00,4.015769,1.206062,0.3087,6.43862,6.185761,4.12527,1.140745,0.343,6.40676,6.15663,4.048602,1.357502,0.3149,7.18253,6.671273,3.988181,1.144805,0.3245,6.41794,6.41794,3.850555,1.11693,0.3159,7.18227,6.930503,3.833042,1.091376,0.3124,6.418,6.166144,297.74,40.78,233.55,300.92,42.64,231.63,293.13,42.57,270.38,851.771338,0.033249,851.638342,851.904333,21.0608,0.237335,20.53951,21.353231,279.35,35.38,0
2019-8-30 05:10,3.81578,1.585351,0.3087,7.20486,6.952001,3.87893,1.617508,0.343,7.16473,6.9146,3.586181,1.898518,0.3149,7.9456,7.434343,3.554023,1.924765,0.3245,7.9413,7.689946,3.571322,2.130101,0.3159,7.9452,7.434037,3.552184,2.192674,0.3124,8.7076,8.196256,321.48,26.44,297.96,321.99,30.07,330.76,314.77,29.63,300.52,851.70484,0.033249,851.571844,851.837836,21.039609,0.190716,20.772607,21.60328,284.3,40.88,0
2019-8-30 05:20,5.078544,1.280387,0.3087,8.73734,8.73734,5.114421,1.293855,0.343,9.43864,8.68067,5.048223,1.414732,0.3149,8.70867,8.456857,5.102519,1.484514,0.3245,8.70298,8.451626,5.017838,1.460248,1.07883,8.70813,8.456363,4.809174,1.655381,0.3124,8.7076,8.196256,304.76,25.63,278.75,304.29,23.64,300.11,290.68,22.69,285.71,851.621718,0.066498,851.25598,851.804587,21.340516,0.224621,20.967561,21.730424,259.19,19.3,0
2019-8-30 05:30,4.659411,1.003008,1.84118,7.20486,7.20486,4.677072,1.009616,1.10097,7.9227,7.16473,4.593433,1.186574,1.84104,7.9456,7.434343,4.637894,1.272767,1.08618,7.17962,7.17962,4.869066,1.084886,2.60469,8.70813,8.196967,4.923654,1.205856,2.602,8.7076,8.7076,289.02,16.73,279.11,290.08,16.95,311.21,279.04,17.38,272.01,851.571844,0.049873,851.289229,851.738089,21.696519,0.18224,21.408326,21.946569,261.14,11.79,0
2019-8-30 05:40,4.609605,1.003774,2.60742,7.9711,7.20486,4.687684,0.972476,1.85894,6.40676,6.40676,4.585803,1.059904,1.84104,7.18253,6.671273,4.685118,0.965049,1.84786,6.41794,6.41794,4.912553,1.261886,1.07883,7.18227,7.18227,4.938918,1.515715,0.3124,7.9444,7.433056,289.54,15.61,275.79,289.71,15.54,309.47,280.25,13.56,280.8,851.355727,0.083122,851.073111,851.588469,21.192182,0.190716,20.929418,21.543946,262.11,11.11,0
2019-8-30 05:50,5.092336,0.88654,2.60742,7.9711,7.457719,5.14853,0.905016,2.61691,7.9227,7.67257,5.113084,0.911869,2.60411,7.18253,7.18253,5.096425,1.096819,1.84786,7.9413,7.689946,5.15135,1.45567,0.3159,7.9452,7.693433,5.33273,1.549296,0.3124,8.7076,8.196256,288.31,15.44,266.72,289.27,14.5,249.5,279.62,13.48,282.71,851.006613,0.083122,850.80712,851.289229,20.785321,0.233097,20.49289,21.421041,265.05,11.4,0
2019-8-30 06:00,5.457833,1.247439,1.84118,7.9711,7.718241,5.542674,1.202898,1.85894,7.9227,7.9227,5.564822,1.374289,1.07797,8.70867,8.456857,5.682919,1.153945,1.84786,8.70298,8.192654,5.702186,1.262649,1.84176,8.70813,8.456363,5.725014,1.305835,1.8388,9.4708,8.455744,296.91,19.18,329.75,296.84,19.04,302.48,285.87,17.68,303.33,851.10636,0.066498,850.923491,851.305853,22.027093,0.233097,21.421041,22.425477,265.73,14.64,0
2019-8-30 06:10,5.708393,0.67046,3.37366,7.20486,7.20486,5.74581,0.663224,3.37488,7.9227,7.67257,5.612895,0.781384,3.36718,8.70867,7.9456,5.559527,0.878217,2.60954,7.9413,7.9413,5.519083,0.884999,3.36762,7.9452,7.693433,5.5594,1.025741,2.602,7.9444,7.692544,290.3,9.4,276.5,293.41,11.97,286.1,283.89,13.04,299.62,850.973364,0.116371,850.707373,851.222731,21.289659,0.144096,21.086228,21.683805,266.65,10.03,0
2019-8-30 06:20,5.9352,1.056645,3.37366,9.50358,9.250721,6.023985,1.034629,3.37488,9.43864,9.43864,5.971538,1.110267,3.36718,9.47174,9.47174,6.047002,1.009226,3.37122,9.46466,8.954334,5.841039,1.016986,2.60469,8.70813,8.196967,5.896734,1.136405,2.602,10.234,9.722656,321.12,16.23,338.16,323.48,17.57,351.18,312.86,20.92,296.63,850.624251,0.066498,850.258513,850.823744,21.094705,0.114429,20.870084,21.306611,276.09,15.86,0
2019-8-30 06:30,4.304642,1.429038,0.3087,7.9711,7.457719,4.400413,1.439385,0.343,7.9227,7.67257,4.350014,1.566583,0.3149,7.9456,7.18253,4.492413,1.525645,0.3245,7.9413,7.689946,4.544058,1.631144,0.3159,7.9452,7.9452,4.667982,1.52869,0.3124,7.9444,7.9444,324.18,26.31,327.49,327.17,28.36,319.51,314.78,27.59,298.16,850.6575,0.049873,850.491255,850.823744,21.6499,0.402622,20.870084,22.099141,280.11,20.86,0
2019-8-30 06:40,3.779767,1.245906,0.3087,7.20486,6.691479,3.839516,1.248377,0.343,7.16473,6.9146,3.850203,1.296456,1.07797,7.18253,6.671273,3.904396,1.364931,1.08618,7.17962,6.41794,3.888701,1.594524,0.3159,7.18227,6.930503,3.853648,1.70041,0.3124,7.1812,7.1812,297.6,25.75,296.48,297.02,25.56,303.33,285.99,25.25,260.81,850.6575,0.049873,850.541129,850.80712,21.700757,0.27124,21.416803,22.289857,257.79,26.41,0
2019-8-30 06:50,4.754424,0.983086,1.07494,7.9711,7.20486,4.841552,0.937609,1.10097,7.9227,7.41486,4.788016,0.691341,3.36718,7.18253,6.930717,4.733104,0.82947,1.84786,7.17962,6.928266,4.763782,0.898732,1.84176,8.70813,7.693433,4.73667,0.826546,2.602,7.1812,6.669856,283.56,12.28,278.72,282.82,11.33,278.34,274.77,9.76,259.58,850.723997,0.033249,850.607626,850.823744,22.298333,0.139858,21.92114,22.518716,260.41,13.87,0
2019-8-30 07:00,5.10383,0.804552,2.60742,7.9711,7.457719,5.172785,0.80648,3.37488,7.9227,7.41486,4.977258,0.827931,1.84104,7.18253,6.930717,5.027874,0.824138,2.60954,7.17962,6.928266,5.085738,1.031481,1.84176,7.9452,7.434037,5.103006,0.905155,3.3652,7.9444,7.433056,319.31,16.68,315.87,319.55,16.79,329.3,312.7,16.97,318.11,850.574377,0.049873,850.408133,850.740622,22.001664,0.139858,21.747377,22.230523,278.94,10.69,0
2019-8-30 07:10,4.86936,0.993813,1.84118,7.20486,6.691479,4.949942,0.999004,1.85894,7.16473,6.9146,4.858982,0.995043,1.07797,7.18253,6.671273,4.896865,1.049595,1.84786,7.9413,7.17962,4.983506,0.916279,2.60469,7.18227,6.930503,5.195354,0.95171,1.8388,7.9444,7.433056,301.54,13.35,300.98,302.37,14.87,309.57,291.5,13.13,284.18,850.50788,0.049873,850.225264,850.640875,22.137284,0.131382,21.844854,22.302571,268.08,10.61,0
2019-8-30 07:20,5.055557,1.099554,2.60742,7.9711,7.718241,5.14853,1.10133,2.61691,7.9227,7.67257,4.801752,1.326216,0.3149,8.70867,7.9456,4.945613,1.021413,1.84786,7.9413,7.430974,5.075057,1.134477,2.60469,7.9452,7.693433,5.223592,1.196698,1.8388,8.7076,8.196256,320.31,24.58,331.24,314.97,26.98,334.8,301.86,24.04,299.46,850.391508,0.083122,850.125517,850.591002,22.044046,0.372955,21.454946,22.556859,268.18,20.18,0
2019-8-30 07:30,4.132238,0.925618,1.07494,6.43862,6.185761,4.193488,0.939125,1.85894,7.16473,6.40676,4.089807,0.998096,1.07797,6.41946,6.167647,4.431479,0.901067,2.60954,6.41794,6.41794,4.521933,0.986468,1.84176,7.9452,7.434037,4.218458,1.131826,1.0756,7.9444,7.433056,8.58,18.73,346.39,5.7,17.76,339.09,354.75,20.1,316.65,850.6575,0.066498,850.424757,850.790495,22.976434,0.173763,22.552621,23.226483,322.77,35.86,0
2019-8-30 07:40,4.304642,1.001476,1.07494,6.43862,6.43862,4.420879,1.01947,1.10097,7.16473,6.65689,4.084466,1.101873,1.07797,6.41946,6.41946,3.982849,1.041217,1.08618,6.41794,6.166586,3.999326,1.125322,1.07883,6.41934,6.41934,3.876544,1.241726,1.0756,7.1812,6.929344,339.11,19.12,336.07,341.08,22.55,324.84,333.06,23.78,312.41,850.607626,0.033249,850.491255,850.740622,22.582288,0.139858,22.400048,22.84929,302.99,36.74,0
2019-8-30 07:50,3.647208,0.943241,1.84118,6.43862,5.67238,3.762961,0.913354,1.85894,6.40676,5.89892,3.584655,0.905764,1.84104,6.41946,5.908203,3.742158,0.862222,1.84786,6.41794,6.166586,3.640749,0.702659,1.84176,5.65641,5.404643,3.676586,0.817387,1.8388,6.418,6.166144,323.04,12.55,329.36,321.66,11.23,325.47,309.02,10.11,302.79,850.674124,0.033249,850.541129,850.790495,22.64586,0.093239,22.484811,22.887433,276.78,5.99,0
2019-8-30 08:00,4.743697,0.937112,1.84118,7.9711,7.9711,4.836246,0.95959,1.85894,7.9227,7.67257,4.833801,0.843955,2.60411,7.9456,7.693787,4.719394,0.877455,2.60954,7.17962,6.669294,4.767597,1.043688,1.84176,7.18227,6.930503,4.744302,1.02803,2.602,7.1812,6.669856,313.45,18.14,326.42,313.54,17.73,312.4,301.63,16.43,322.55,850.707373,0.049873,850.541129,850.840369,22.353429,0.267002,21.743138,22.684003,275.95,12.3,0
2019-8-30 08:10,3.195892,0.932514,1.07494,6.43862,6.185761,3.264974,0.91866,0.343,6.40676,5.89892,3.055847,1.131633,0.3149,6.41946,5.65639,3.142716,0.910208,1.08618,5.65626,5.145934,2.759565,1.078783,0.3159,5.65641,5.404643,2.77601,1.065427,0.3124,5.6548,5.143456,331.5,40.38,311.62,331.9,37.77,302.27,320.03,35.88,267.77,850.591002,0.033249,850.491255,850.723997,22.022855,0.279716,21.662614,22.518716,295.2,45,0
2019-8-30 08:20,4.285486,1.351647,1.84118,7.9711,7.457719,4.395866,1.330995,1.85894,7.9227,7.67257,4.126435,1.339188,1.84104,7.18253,6.930717,3.986657,1.352744,1.08618,7.17962,7.17962,3.894042,1.357252,0.3159,7.18227,6.930503,4.061238,1.353917,1.0756,7.9444,7.433056,333.76,16.64,337.42,334.77,17.51,326.45,323.1,18.26,319.25,850.474631,0.033249,850.341635,850.607626,22.222047,0.156811,21.912664,22.433953,283.35,13.77,0
2019-8-30 08:30,5.50534,0.717967,4.1399,7.9711,7.20486,5.574509,0.737505,3.37488,7.9227,7.41486,5.622052,0.655477,4.13025,7.9456,7.9456,5.685204,0.625339,4.1329,7.17962,6.928266,5.61216,0.633232,3.36762,7.18227,7.18227,5.553294,0.766253,3.3652,7.1812,7.1812,306.24,17.91,298.09,306.09,16.87,297.87,295.55,16.85,307.97,850.308386,0.099747,850.025771,850.541129,21.637185,0.254288,21.238801,22.162713,268.43,10.54,0
2019-8-30 08:40,6.122163,1.117178,3.37366,8.73734,8.223959,6.165726,1.115732,3.37488,8.68067,8.17283,6.070737,1.119424,2.60411,7.9456,7.9456,6.076707,1.140235,2.60954,8.70298,8.70298,6.218689,1.036822,3.36762,8.70813,8.456363,6.282914,0.91813,3.3652,9.4708,9.218944,287.72,9.8,291.99,290.46,10.73,288.52,283.36,9.12,294.71,850.092268,0.033249,849.959273,850.192015,21.387136,0.152573,21.192182,21.611756,270.25,6.41,0
2019-8-30 08:50,5.515301,0.953969,2.60742,8.73734,8.484481,5.582089,0.926239,2.61691,8.68067,8.68067,5.428995,1.075166,2.60411,8.70867,8.456857,5.281513,1.14252,1.84786,7.9413,7.689946,4.965958,1.070391,1.84176,7.18227,7.18227,4.81528,1.205856,1.0756,7.9444,7.433056,288.94,10.92,299.68,289.16,11.88,291.14,280.45,10.97,274.59,850.158766,0.033249,849.992522,850.308386,21.666852,0.368717,21.162515,22.200856,263.77,13.93,0
